"id","gender","age","attnpassed","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
47,1,25,1,100,78,72,83,87,88,82,48,13,26,21,15,26,10,7,27,87,39,26,93,37,86,5,86,67,35,68,13,40,63,14,16,30,80,13,30,8,8,100,25,24,34,32,39,74,56,14,14,33,39,14,32,6,28,25,86,24,98,50,35,25,50,30,17,30,40,12,17,15,33,78,19,12,73,21,81,97,75,17,33,15,22,34,14,3,7,9,11,15,9,87,100,73,84,24,91,29,43,73,42,11,11,17,28,9,31,31,22,14,30,24,16,50,84,100,15,15,10,64,13,14,11,28,23,12,22,12,50,64,22,19,22,37,100,26,50,50,29,72,50,77,28,30,22,19,19,62,71,20,15,21,22,100,87,12,34,25,86,20,25,93,38,43,23,34,72,42,68,8,26,76,87,97,71,85,74,21,84,88,20,22,24,66,22,15,30,35,15,66,67,100,50,71,90,18,79,69,72,8,75,13,8,5,59,13,28,62,5,71,98,25,91,76,86,90,27,10,20,50,22,18,17,11,62,63,72,31,74,100,90,78,85,96,13,18,33,76,68,16,19,23,50,65,78,80,91,88,100,93,92,98,91,8,10,13,22,18,15,22,66,32,82,33,86,76,96,96,17,76,65,21,71,20,24,21,19,29,50,50,74,74,90,68,92,11,100,97,70,92,30,31,37,25,41,20,66,74,71,86,84,96,91,85,100,100,66,24,20,70,16,22,21,20,78,21,89,30,29,87,100,61,63,87,100,46,71,83,72,76,77,68,57,56,13,34,50,43,34,22,21,45,34
48,2,28,1,66,75,92,68,72,37,69,64,65,85,63,37,80,50,81,68,77,33,38,90,80,34,38,86,59,61,62,64,77,35,69,73,86,82,70,46,75,44,100,78,90,65,50,81,44,79,54,59,50,38,82,88,87,75,60,43,53,72,77,42,19,37,86,38,78,65,86,73,79,63,91,72,85,78,89,64,59,85,74,85,50,50,38,65,43,75,78,50,67,78,63,41,74,69,56,80,31,65,74,50,74,76,37,82,67,72,59,77,81,66,74,72,66,57,32,56,30,58,67,59,37,38,37,36,64,45,77,34,62,74,76,69,72,41,79,38,33,67,41,82,31,81,56,82,62,50,88,60,60,56,42,17,98,41,34,22,69,38,90,41,73,78,83,62,36,41,57,39,43,62,50,33,75,41,69,68,42,84,61,97,34,36,80,60,90,76,39,86,42,72,100,23,61,61,89,94,78,28,59,41,40,28,66,85,29,42,61,58,63,64,44,66,66,34,64,26,41,34,65,36,91,70,74,86,79,60,76,58,66,87,29,64,44,81,61,71,39,61,77,29,20,72,65,83,45,62,34,99,68,60,98,67,39,84,72,65,31,62,100,74,63,31,38,68,37,26,62,79,84,71,78,64,40,66,39,71,60,65,59,44,37,64,50,71,61,62,69,75,38,89,84,13,80,94,66,69,87,36,81,50,75,61,40,68,70,78,41,41,39,60,73,64,79,39,73,61,63,50,79,94,77,61,67,71,61,51,92,42,68,88,87,91,40,19,68,76,67,57,37,53,15,88
49,2,30,0,100,62,52,38,88,44,60,59,55,47,33,28,8,10,8,19,2,6,65,100,87,62,54,65,54,50,53,52,5,23,12,4,7,6,5,7,54,56,100,56,50,55,52,12,60,48,19,22,7,12,27,40,36,0,56,52,66,100,53,50,60,52,84,56,31,47,13,22,18,4,13,8,73,53,52,76,100,36,56,84,53,53,28,53,8,11,0,7,21,1,54,50,47,53,40,100,48,45,90,24,14,45,5,25,5,6,6,5,64,53,55,42,54,58,100,53,54,52,35,26,2,29,12,12,7,8,89,54,49,57,59,52,58,100,50,48,23,16,24,9,7,14,6,18,58,52,94,77,52,78,62,58,100,79,54,46,24,53,9,4,55,34,52,38,56,50,54,37,53,53,77,100,64,49,42,54,24,52,53,30,32,11,48,45,12,19,26,13,53,52,100,60,52,52,52,55,53,37,50,19,50,37,48,12,50,53,50,35,57,100,61,52,68,69,74,53,11,13,6,15,8,9,11,30,9,33,61,50,100,61,84,31,58,59,5,15,28,14,9,14,53,10,52,55,69,50,58,100,78,72,79,73,7,6,8,26,9,7,13,6,29,50,58,54,89,77,100,76,57,53,14,30,39,11,5,11,13,4,35,46,50,37,52,53,60,100,55,59,17,9,6,17,5,3,6,2,52,38,57,61,50,67,60,58,100,48,4,3,6,6,5,0,5,5,41,14,50,52,52,59,25,31,50,100,52,54,69,67,53,53,53,59,45,26,45,52,21,34,38,41,32,61
50,1,33,1,100,100,76,100,100,23,100,100,69,100,0,0,0,0,0,0,0,2,100,100,93,100,99,93,100,76,100,1,0,0,0,0,0,5,0,0,97,76,100,100,64,100,23,37,0,0,2,0,0,0,0,0,0,0,97,76,100,100,100,100,100,100,100,100,0,0,5,0,0,0,0,14,100,100,74,100,100,100,100,100,99,26,0,0,0,0,0,0,0,4,63,100,99,96,100,100,100,76,98,0,0,0,99,0,0,0,0,0,0,53,0,50,100,5,100,100,87,100,0,1,0,2,0,0,0,0,98,54,91,100,100,100,96,100,100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,2,100,100,98,100,92,100,100,100,100,100,100,99,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,100,100,92,100,100,100,100,91,6,0,0,0,0,0,0,0,0,0,94,99,100,100,100,100,100,100,97,0,0,0,0,0,76,0,0,0,100,100,100,100,100,100,100,100,100,0,0,12,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,1,100,100,99,100,100,100,0,100,88,0,0,0,0,0,0,61,0,0,98,100,100,100,88,100,100,100,93,0,8,1,0,0,0,0,0,0,100,87,95,100,100,100,77,100,100,100,0,13,0,0,0,0,0,0,100,50,0,0,100,0,100,24,100,0,15,49,16,33,29,26,0,0,0,68,100,100,100,100,100,100,100
51,2,63,1,76,23,69,77,37,67,77,77,25,64,38,0,0,69,26,1,1,6,75,76,69,77,76,77,65,73,66,36,3,65,25,11,23,61,77,5,63,62,76,77,11,72,66,66,76,64,63,39,9,59,2,23,2,25,20,30,67,77,2,50,64,12,76,7,4,26,61,11,13,66,38,12,59,23,77,36,77,64,50,68,75,14,8,1,23,76,5,5,3,12,66,78,77,64,68,76,37,30,76,11,8,2,0,2,0,25,10,3,77,19,25,22,76,23,75,75,24,4,4,9,24,7,24,36,1,21,65,77,76,77,65,76,77,76,77,24,37,13,14,1,21,1,13,1,77,76,59,77,78,76,74,64,76,5,5,11,19,37,6,38,8,12,37,74,77,27,25,77,76,5,42,73,69,75,77,77,64,66,64,72,64,78,67,5,7,7,20,17,3,62,100,66,71,65,24,62,68,33,37,65,8,3,35,24,0,15,1,77,66,76,73,76,77,77,77,78,2,21,5,7,3,14,7,19,26,77,76,77,77,76,76,76,77,76,11,20,38,3,7,7,37,63,4,77,78,77,77,78,76,76,77,76,7,57,61,3,6,77,14,5,25,77,65,77,77,77,77,77,75,77,76,68,75,22,56,63,78,12,73,76,66,75,77,77,76,76,75,76,0,63,5,1,0,0,35,25,34,77,71,76,64,77,76,74,77,76,0,18,25,64,25,9,9,7,20,78,63,77,63,77,77,76,76,76,57,74,82,97,76,78,91,93,58,0,31,15,15,15,16,16,16,16
52,2,33,1,100,73,11,81,87,68,84,18,57,50,28,50,7,21,5,27,5,10,77,100,61,83,68,75,92,8,75,26,15,21,8,1,19,9,10,23,89,74,99,79,78,82,92,13,75,15,7,88,2,32,32,11,29,19,72,76,86,100,82,77,80,16,54,25,37,65,24,25,21,4,47,13,65,22,64,78,100,67,80,25,54,70,18,69,33,26,16,28,21,21,87,72,77,85,78,94,81,26,58,35,4,73,19,4,17,21,27,12,79,54,18,54,82,79,100,15,74,26,18,70,18,16,39,39,41,37,13,16,21,3,44,7,12,100,52,49,68,15,77,77,70,80,72,79,72,44,66,82,74,75,78,10,100,54,22,27,39,60,18,56,16,36,29,15,34,19,52,50,58,76,62,100,52,21,71,59,50,40,52,69,16,19,24,55,8,19,11,79,50,52,100,21,77,75,54,70,82,71,66,79,68,25,37,65,74,17,25,28,29,100,19,21,19,10,35,21,6,30,9,36,14,5,6,76,17,72,78,10,94,76,81,96,75,85,11,14,21,31,26,1,21,70,18,58,82,31,68,77,76,68,94,76,28,13,29,21,13,1,16,77,16,41,72,23,69,66,100,65,76,64,20,25,25,52,13,28,50,76,29,61,67,61,84,71,76,100,89,75,16,20,24,23,0,19,8,96,21,24,79,15,77,80,66,77,100,61,34,23,1,24,9,15,14,86,24,55,58,35,75,67,77,52,68,99,46,54,50,45,50,65,92,67,64,18,34,50,16,34,30,16,18,48
53,1,29,0,100,65,91,100,95,98,100,97,62,70,4,63,2,0,3,61,0,50,100,100,98,93,87,100,100,100,89,13,1,69,2,69,0,1,50,0,97,95,99,75,94,95,100,100,100,67,59,96,1,0,12,4,62,0,100,81,60,100,100,100,100,89,94,65,78,25,0,1,0,57,1,6,100,91,96,99,100,98,100,100,51,94,6,84,0,1,7,3,7,34,100,86,2,100,98,100,85,71,63,95,78,62,9,1,0,7,3,14,99,100,97,100,99,100,100,100,14,69,5,67,6,2,3,0,6,8,99,80,88,99,100,96,100,99,78,89,3,91,3,18,0,7,1,1,96,6,100,87,54,89,11,58,100,47,3,2,0,2,10,4,50,3,76,11,10,72,78,50,67,76,62,100,78,63,82,62,77,77,50,80,4,8,64,57,18,15,2,3,61,82,99,85,100,95,73,58,93,91,96,57,62,36,64,0,60,77,4,50,75,100,76,100,73,50,65,31,65,6,4,3,2,87,0,2,68,88,100,92,100,100,95,100,99,100,12,35,2,0,1,57,2,0,31,80,100,75,81,100,62,67,100,98,6,5,5,12,0,5,18,0,63,72,60,88,98,94,100,96,95,100,7,54,88,6,1,0,6,10,50,77,79,87,87,95,99,100,100,94,73,50,4,71,5,35,1,43,65,92,92,77,100,100,76,84,100,100,50,14,2,17,0,0,0,1,50,82,56,86,100,100,97,97,100,100,50,50,85,86,100,85,100,99,51,32,30,83,69,50,87,49,16,85
54,1,34,1,100,63,82,71,87,61,86,81,16,65,10,13,9,16,16,14,10,17,86,100,90,79,86,84,71,85,76,22,11,30,13,17,15,16,31,12,85,70,100,72,81,78,87,74,72,60,15,58,14,30,4,20,16,15,32,74,77,100,70,73,70,96,81,65,12,81,12,11,3,5,12,16,80,85,81,75,100,81,90,93,63,14,15,17,17,11,17,5,3,14,71,58,84,16,72,100,81,85,60,61,17,19,13,20,8,6,11,19,79,82,93,68,80,86,100,90,67,57,16,21,15,11,3,4,17,19,79,84,71,85,93,92,86,100,66,63,8,9,17,8,19,15,16,62,64,86,66,92,74,73,72,66,100,57,14,69,25,13,8,19,14,19,66,69,56,65,30,62,63,63,68,100,66,71,92,69,61,76,60,68,19,10,13,22,8,23,30,13,7,65,100,8,89,86,65,80,79,84,27,64,66,76,14,12,60,26,58,66,40,100,60,64,63,65,66,32,8,11,13,12,4,14,6,13,18,79,93,60,100,87,97,95,93,98,20,3,15,5,19,24,9,18,10,76,87,17,91,100,91,96,92,85,17,13,7,9,20,7,17,19,20,68,75,66,80,88,100,70,84,86,16,25,38,29,16,14,7,14,13,60,87,9,89,85,81,100,98,87,7,17,10,15,16,15,5,14,11,60,96,62,95,95,97,94,100,76,18,5,25,12,24,11,30,18,25,71,92,12,78,82,77,87,79,100,71,69,71,83,76,75,70,85,79,18,8,78,21,17,28,4,6,68
55,1,27,0,70,84,85,85,68,78,41,64,78,73,71,64,68,43,66,80,32,40,77,63,40,58,69,64,68,62,68,79,71,63,71,67,67,64,36,75,72,71,65,67,84,68,69,66,63,69,66,73,75,66,69,72,40,39,69,61,73,88,76,82,70,72,71,35,83,84,76,68,69,73,38,70,71,63,70,81,79,41,76,77,70,46,38,69,68,67,67,63,31,70,74,62,66,66,61,78,28,80,73,64,76,65,71,62,71,60,41,69,66,80,41,73,58,40,71,65,41,72,68,82,61,35,67,87,39,65,65,39,38,37,85,63,67,67,61,44,36,44,74,65,69,64,28,70,38,68,36,79,60,85,74,78,61,69,72,64,41,39,71,37,69,64,71,40,37,75,63,67,64,73,70,81,90,67,38,84,77,68,69,67,36,80,42,69,77,71,67,68,61,69,81,68,72,70,68,68,45,70,65,68,63,39,80,67,65,83,71,39,66,81,84,39,40,43,65,71,72,43,60,32,32,42,73,64,81,83,67,38,100,71,71,71,80,75,79,74,71,76,79,37,68,40,41,36,77,39,81,87,47,77,45,43,69,72,71,41,84,44,73,80,36,64,67,68,72,83,100,67,62,36,37,83,65,67,80,38,44,69,37,81,68,44,72,83,70,85,75,69,65,73,39,69,36,62,68,39,40,83,79,71,77,80,71,70,82,80,64,38,67,67,37,40,43,70,71,70,81,65,84,78,66,42,61,68,50,68,32,40,68,62,75,39,41,32,27,39,35,61,33,33,17,23
56,2,30,0,99,88,92,83,19,81,93,88,90,66,70,33,38,34,38,28,32,63,84,97,91,88,87,86,69,84,76,33,24,38,24,83,38,32,75,32,77,94,99,71,75,84,78,76,84,91,48,54,33,34,65,32,39,37,83,93,67,98,90,82,82,92,80,78,40,45,35,31,36,60,23,23,84,65,76,92,99,81,86,84,80,77,30,70,19,68,22,43,16,37,76,77,88,84,85,98,79,82,88,64,82,43,30,65,9,22,27,34,86,83,83,85,75,88,99,78,84,62,33,38,28,15,38,55,42,12,90,77,82,92,89,82,95,98,84,50,31,34,21,33,26,16,13,10,92,71,90,89,84,83,82,78,99,85,33,39,45,30,44,59,55,47,61,19,70,84,77,65,60,66,90,98,44,69,43,63,66,62,67,64,21,35,39,26,18,37,38,35,42,65,98,73,73,79,73,79,91,75,37,39,20,27,45,39,16,22,43,66,72,99,66,86,72,68,79,60,22,20,37,28,30,42,21,18,26,67,82,67,98,94,82,92,89,84,14,11,4,11,9,29,28,5,31,67,96,89,86,97,91,97,94,95,40,35,41,21,29,32,23,3,40,68,87,75,88,92,99,91,96,96,9,64,35,26,21,45,16,24,38,85,75,71,64,94,90,98,93,85,40,36,37,18,15,29,41,13,37,60,92,82,87,89,84,92,99,82,15,37,21,12,10,50,18,18,16,71,70,57,82,81,92,82,88,99,51,33,68,49,50,52,35,85,33,17,16,86,32,50,32,34,29,34
57,1,20,1,100,92,65,38,73,83,90,28,79,10,63,75,14,8,6,63,44,6,79,100,100,12,77,42,26,28,8,71,9,36,16,9,5,11,59,23,85,80,100,79,9,13,79,14,71,35,11,20,5,27,36,19,9,16,13,60,73,100,39,78,72,62,69,31,18,13,5,0,11,11,25,10,83,9,15,67,100,25,71,10,45,83,73,11,68,6,14,11,15,14,70,70,14,63,34,100,57,67,75,10,6,13,6,13,10,12,11,19,11,68,53,74,11,85,100,13,87,64,10,12,13,10,11,12,70,6,7,42,36,11,8,10,16,100,18,91,67,88,91,79,81,64,78,89,76,93,96,78,16,17,14,44,100,12,65,16,9,13,18,62,8,7,14,77,70,92,40,62,51,63,68,100,77,11,8,13,31,18,81,13,25,35,39,85,23,16,27,91,10,69,99,91,11,89,88,85,87,92,15,75,31,9,7,9,13,85,13,36,89,92,86,88,92,91,92,88,12,7,12,21,10,11,15,89,10,58,92,91,100,93,91,89,92,73,8,8,12,10,12,6,9,85,14,88,89,89,94,100,89,89,92,92,8,9,11,8,8,26,5,89,8,60,80,89,90,94,100,92,88,92,9,14,14,12,4,21,5,84,5,34,88,91,91,94,94,100,90,92,12,7,16,10,9,27,23,88,17,15,90,94,61,99,90,89,94,66,6,8,9,5,10,15,12,87,4,45,81,88,90,92,85,91,91,100,86,86,87,87,86,100,86,35,75,73,35,50,34,31,34,32,24,67
58,2,69,1,100,75,44,76,64,59,88,76,56,58,0,0,0,0,0,0,0,0,56,100,65,36,34,65,65,14,69,0,0,13,0,0,28,0,24,0,39,30,100,11,56,76,37,11,66,9,0,0,0,0,12,0,24,0,54,62,35,100,65,15,65,37,76,68,0,0,0,0,0,0,0,0,77,63,64,35,100,40,76,87,57,25,0,0,0,0,0,0,0,0,35,40,76,37,56,100,75,0,68,54,0,0,0,0,40,4,0,0,87,11,43,87,59,24,100,65,14,43,0,0,0,0,0,0,0,0,90,11,24,42,89,25,64,100,34,44,0,0,0,0,0,0,0,0,76,58,70,94,41,75,63,35,100,64,0,0,0,0,0,13,15,0,76,24,72,94,57,70,76,58,75,100,13,0,0,37,36,39,27,45,0,0,0,0,0,0,0,0,0,12,100,12,63,62,25,12,55,35,0,0,0,0,0,0,0,0,0,60,55,100,36,69,37,64,70,36,0,0,0,0,0,0,0,0,0,43,65,55,100,88,62,70,89,96,0,0,0,0,0,0,0,0,0,9,70,88,75,100,65,88,94,88,0,13,0,0,0,13,0,0,0,0,0,76,69,64,100,55,65,56,0,5,0,0,0,0,0,0,5,37,0,57,63,41,59,100,67,53,0,24,1,0,0,0,0,0,12,24,55,64,55,61,58,55,100,64,0,0,0,0,0,0,0,0,45,55,12,44,89,77,35,54,57,100,84,32,82,69,67,85,98,69,66,29,83,93,66,98,88,92,97,83
59,2,48,1,100,100,27,86,100,77,96,100,0,100,0,0,0,12,0,1,2,0,100,100,100,100,100,92,86,100,98,100,7,6,0,0,0,0,75,0,94,100,100,78,100,100,100,100,100,100,0,15,83,2,4,0,0,0,100,88,100,100,100,99,100,100,100,100,0,0,85,62,0,5,0,0,100,100,79,100,100,100,91,100,75,100,11,72,0,0,0,1,0,0,76,100,99,100,100,100,51,0,91,85,0,0,2,0,11,10,0,0,100,100,100,76,94,89,100,91,89,100,0,0,8,6,0,0,0,0,100,100,100,100,85,100,100,100,100,69,0,77,13,0,99,0,0,65,100,96,100,100,100,100,100,100,87,99,0,94,7,0,0,0,83,0,100,83,100,100,100,77,100,100,100,100,100,77,100,100,100,100,100,100,0,0,0,0,3,93,0,0,77,100,100,100,94,100,100,100,100,77,25,9,0,0,0,0,0,4,0,98,100,75,100,88,98,100,100,100,0,78,0,0,0,0,0,0,0,83,100,100,100,100,100,100,87,100,70,0,0,5,10,4,0,0,0,99,100,98,66,100,100,100,100,100,0,88,90,0,3,81,0,0,0,100,62,100,100,88,100,96,87,100,1,10,4,0,93,83,79,5,0,100,100,100,100,98,100,100,100,91,3,86,0,86,23,0,11,0,9,100,100,100,100,98,100,100,97,100,0,1,13,0,0,0,0,0,87,100,100,100,68,100,100,100,100,100,74,96,76,95,68,74,97,85,97,2,23,18,6,0,31,13,74,17
60,1,32,0,50,69,70,75,93,58,91,80,55,50,32,50,35,15,29,34,31,60,76,51,76,69,70,76,75,50,88,49,14,50,37,24,30,24,39,20,63,60,50,60,40,66,42,24,62,38,34,68,22,30,23,38,21,30,77,81,83,50,50,50,42,43,92,50,38,56,36,15,19,16,62,35,84,68,69,64,51,54,64,79,67,40,30,50,22,32,24,27,26,35,80,83,73,50,59,50,49,58,60,51,38,38,42,48,57,37,32,65,85,70,75,50,81,50,50,76,67,50,19,50,33,25,21,35,36,56,90,75,69,69,93,43,83,50,65,50,50,69,35,36,23,20,39,38,76,80,89,85,50,69,67,62,50,65,34,63,32,33,39,39,50,32,76,37,83,90,41,49,66,66,78,50,50,71,50,51,50,50,50,50,19,25,30,14,14,29,24,25,20,50,51,50,50,81,52,55,57,54,50,50,39,50,50,36,44,36,37,42,50,52,50,50,50,49,70,51,8,23,19,13,16,33,38,18,34,49,64,24,50,86,68,59,76,84,15,16,18,20,24,27,16,17,18,50,71,50,68,50,61,67,86,67,17,31,30,39,19,39,22,25,29,50,60,36,71,50,50,70,52,50,37,39,14,37,24,40,23,19,33,50,50,50,55,56,65,50,77,72,25,33,11,27,12,36,19,25,50,51,53,50,56,66,50,55,50,50,38,34,18,36,33,30,33,34,21,50,50,50,83,72,57,51,62,51,30,50,50,49,32,32,31,32,34,16,15,66,14,33,31,15,48,15
61,2,52,1,100,69,39,71,89,39,96,91,25,54,25,3,18,5,9,14,9,39,76,100,68,90,69,64,68,29,67,37,5,12,30,10,8,34,36,32,55,61,100,70,39,70,39,15,61,41,37,21,19,38,14,64,75,42,58,90,39,100,22,76,37,58,96,58,10,1,11,9,43,85,68,33,79,18,18,66,100,59,89,93,18,57,32,1,65,4,8,26,14,65,60,44,73,56,35,100,41,57,66,26,55,11,62,41,25,26,37,60,93,17,42,22,90,25,100,72,32,23,21,3,21,5,3,15,5,84,94,20,60,20,95,58,84,100,37,38,25,2,37,0,1,8,1,67,24,80,90,95,49,76,57,14,100,56,12,8,31,25,24,24,76,23,70,20,59,88,55,61,75,56,71,100,71,88,62,75,85,77,78,60,10,4,37,13,15,20,6,43,23,58,100,95,76,96,64,25,88,50,1,7,9,1,2,10,1,2,18,63,41,100,73,74,86,85,94,82,39,38,41,33,11,33,38,7,41,55,89,99,100,91,94,77,81,81,3,37,35,16,6,16,4,1,10,61,88,99,77,100,91,80,96,95,17,74,60,70,5,76,11,12,16,58,71,98,92,96,100,79,90,88,34,35,46,41,11,38,5,5,55,57,90,93,74,97,93,100,95,68,11,40,55,8,2,29,12,4,33,61,62,60,66,97,93,63,100,77,92,26,36,12,43,41,88,74,36,62,63,81,92,91,62,84,85,100,57,52,70,53,72,52,72,73,63,17,30,67,15,23,15,17,13,48
62,1,26,0,100,88,80,83,85,78,92,91,75,80,14,36,11,19,25,14,23,29,77,100,84,76,80,81,18,86,74,90,36,27,16,27,31,24,10,23,75,79,100,84,90,68,85,82,97,87,73,28,33,77,20,13,22,42,75,81,77,100,31,87,90,92,24,44,23,22,9,13,30,7,20,90,86,93,76,80,100,42,87,79,91,92,9,73,83,36,25,19,32,14,86,79,74,91,83,100,22,75,85,19,16,26,28,31,12,19,15,18,85,84,50,88,84,86,100,77,86,7,62,16,26,90,19,15,12,65,78,87,90,28,73,17,77,100,89,37,13,23,13,11,26,18,10,80,79,90,85,85,88,77,50,73,100,93,15,16,27,30,15,14,22,25,80,26,27,87,71,68,80,15,72,100,21,71,22,24,74,72,21,92,19,35,13,73,13,11,29,78,76,83,100,15,26,85,78,22,56,40,26,15,28,25,17,19,17,15,20,14,23,100,78,87,74,55,64,75,13,18,24,24,18,4,26,18,16,30,77,80,100,77,90,78,81,85,25,11,16,17,69,50,35,30,75,23,71,76,84,100,78,91,29,78,89,21,24,13,18,21,13,20,16,81,74,91,87,83,100,37,88,18,30,10,15,36,71,21,26,12,14,77,86,73,63,88,84,100,94,93,28,26,18,12,71,28,19,16,15,73,53,81,90,82,87,94,100,75,23,37,51,26,15,21,23,12,22,90,44,76,93,87,85,33,75,100,16,50,38,55,37,75,28,43,67,72,68,40,68,57,21,35,65,27
63,2,27,0,51,9,73,76,88,80,29,84,35,39,79,32,34,11,27,9,64,38,17,51,12,33,34,44,71,17,11,15,11,37,15,12,19,77,7,26,15,12,93,65,17,29,63,32,81,73,72,4,16,21,19,33,51,66,92,70,60,51,29,31,81,75,40,30,11,35,67,16,29,70,70,37,31,15,18,36,51,9,84,64,13,10,16,11,54,30,31,37,9,27,12,70,65,72,54,90,38,18,36,64,51,19,35,32,85,14,13,88,20,75,13,14,9,68,90,60,34,18,63,66,8,16,14,36,44,66,16,8,13,42,6,30,55,95,32,92,61,51,56,51,72,86,83,35,9,16,63,38,33,51,51,17,54,37,11,16,10,28,60,71,12,35,18,59,77,90,81,42,34,68,11,84,77,65,84,72,93,60,86,77,37,51,94,68,4,33,90,28,21,94,99,83,83,86,99,40,78,60,32,17,63,16,33,69,13,20,67,70,98,97,68,85,97,83,87,17,8,64,51,78,8,86,78,100,94,73,89,67,98,97,72,64,99,85,35,73,90,20,39,11,17,37,84,70,92,82,90,99,85,98,91,82,0,18,78,20,79,89,18,85,31,85,96,85,98,100,100,67,92,89,32,12,58,12,33,18,81,12,61,66,85,54,54,91,82,100,80,14,85,18,51,19,84,32,32,94,84,29,88,90,98,100,94,94,100,77,52,7,67,10,16,84,18,11,78,64,34,17,86,76,82,86,64,55,85,67,72,72,87,69,70,86,88,34,15,34,51,18,47,51,33,70
64,1,24,0,50,66,50,93,92,91,35,24,50,39,34,33,24,33,50,25,91,50,92,50,31,37,79,26,38,32,50,33,30,29,50,38,50,29,50,30,26,93,50,50,37,33,78,30,33,50,31,32,30,40,25,39,34,50,50,54,74,50,29,68,34,30,76,39,50,25,50,38,50,66,50,31,34,50,24,34,51,34,33,96,50,28,26,27,24,29,39,92,30,91,92,33,35,91,96,50,35,26,93,58,62,50,93,37,26,50,94,94,77,26,50,35,29,50,90,37,64,50,30,34,28,34,37,30,34,68,70,28,30,55,93,35,33,50,33,63,92,93,50,62,99,55,50,50,74,50,93,35,76,39,31,35,50,40,32,30,29,29,50,50,68,35,24,28,33,50,50,50,31,74,50,50,72,50,50,93,30,33,68,42,50,24,25,95,30,50,31,50,48,91,50,30,72,70,72,50,40,76,32,93,92,49,92,27,30,92,30,26,78,50,61,64,25,61,93,78,33,91,92,50,33,35,33,78,34,50,73,73,50,91,73,31,77,75,37,23,39,25,25,93,56,50,24,58,93,38,71,50,68,89,54,50,50,50,31,25,50,95,24,79,33,31,70,50,50,68,50,74,74,89,29,96,30,92,36,50,52,50,91,96,33,74,72,67,76,71,67,64,50,90,50,41,26,50,33,63,66,50,70,51,33,77,27,92,50,75,33,34,50,24,29,93,34,75,33,54,75,37,79,66,89,83,76,51,92,52,93,96,50,50,58,50,52,50,87,50,50,93,50,50,93,50
